anchor_id,anchor,candidate,relation_type,source
36,"A young Asian boy holds a small shovel, there are many toys in the background.","A small shovel is held by a young Asian boy, and in the background, there are many toys.",paraphrase,humarin_t5
36,"A young Asian boy holds a small shovel, there are many toys in the background.","A young Asian boy holds a little shovel, there are many toys in the background.",synonym,wordnet_mlm
36,"A young Asian boy holds a small shovel, there are many toys in the background.","A young Asian boy holds a large shovel, there are many toys in the background.",antonym,wordnet_mlm
36,"A young Asian boy holds a small shovel, there are many toys in the background.",A young boy has a small shovel,entailment,snli_gold
36,"A young Asian boy holds a small shovel, there are many toys in the background.",A boy is playing outside,neutral,snli_gold
36,"A young Asian boy holds a small shovel, there are many toys in the background.",A boy is sleeping,contradiction,snli_gold
36,"A young Asian boy holds a small shovel, there are many toys in the background.",a are holds toys the many boy in small background young asian there a shovel,jumbled,shuffle
36,"A young Asian boy holds a small shovel, there are many toys in the background.","Some NATO Members Balk at Joining Iraq Mission, U",distinction,fancyzhx/ag_news
36,"A young Asian boy holds a small shovel, there are many toys in the background.","A young Asian boy holds a small shovel, there are not many toys in the background.",negation,negation_rule
37,"A group of people sit outdoors around a small, short table.","A small, narrow table is surrounded by a group of people sitting outdoors.",paraphrase,humarin_t5
37,"A group of people sit outdoors around a small, short table.","A group of people sit outdoors around a little, short table.",synonym,wordnet_mlm
37,"A group of people sit outdoors around a small, short table.","A group of people sit outdoors around a large, short table.",antonym,wordnet_mlm
37,"A group of people sit outdoors around a small, short table.",A group of people are outside.,entailment,snli_gold
37,"A group of people sit outdoors around a small, short table.",Some people are having a picnic.,neutral,snli_gold
37,"A group of people sit outdoors around a small, short table.",The dryer is broken.,contradiction,snli_gold
37,"A group of people sit outdoors around a small, short table.",sit small a people a short of outdoors group around table,jumbled,shuffle
37,"A group of people sit outdoors around a small, short table.","Open-source details hold up Solaris release com November 4, 2004, 10:00 AM PT",distinction,fancyzhx/ag_news
38,"A large group of people are playing the game ""twister"" in a large room.","A massive gathering is playing the game of ""twister"" in front of a large screen.",paraphrase,humarin_t5
38,"A large group of people are playing the game ""twister"" in a large room.","A big group of people are playing the game ""twister"" in a large room.",synonym,wordnet_mlm
38,"A large group of people are playing the game ""twister"" in a large room.","A small group of people are playing the game ""twister"" in a large room.",antonym,wordnet_mlm
38,"A large group of people are playing the game ""twister"" in a large room.",There is a solid floor in the room.,entailment,snli_gold
38,"A large group of people are playing the game ""twister"" in a large room.",Two men are tangled up on the mat.,neutral,snli_gold
38,"A large group of people are playing the game ""twister"" in a large room.",There is only one person in the room.,contradiction,snli_gold
38,"A large group of people are playing the game ""twister"" in a large room.",of large twister group large the are game a room playing in people a,jumbled,shuffle
38,"A large group of people are playing the game ""twister"" in a large room.","Scientist Advocates for Embryonic Stem Cell Research By KATHARINE WEBSTER     MANCHESTER, N",distinction,fancyzhx/ag_news
38,"A large group of people are playing the game ""twister"" in a large room.","A large group of people are not playing the game ""twister"" in a large room.",negation,negation_rule
39,A large group of people dressed casually gather to dance.,A multitude of individuals dressed in a relaxed fashion come together to dance.,paraphrase,humarin_t5
39,A large group of people dressed casually gather to dance.,A big group of people dressed casually gather to dance.,synonym,wordnet_mlm
39,A large group of people dressed casually gather to dance.,A small group of people dressed casually gather to dance.,antonym,wordnet_mlm
39,A large group of people dressed casually gather to dance.,A group of people gather to dance.,entailment,snli_gold
39,A large group of people dressed casually gather to dance.,A group of people are dancing in celebration of some sort.,neutral,snli_gold
39,A large group of people dressed casually gather to dance.,A group of people are too sad to dance.,contradiction,snli_gold
39,A large group of people dressed casually gather to dance.,gather a large of to casually people group dressed dance,jumbled,shuffle
39,A large group of people dressed casually gather to dance.,Greenspan Economic Forecast Upbeat Federal Reserve Chairman Alan Greenspan said today that U,distinction,fancyzhx/ag_news
40,A small child bends down to touch a white dog.,A white dog is touched by a small child who bends down.,paraphrase,humarin_t5
40,A small child bends down to touch a white dog.,A little child bends down to touch a white dog.,synonym,wordnet_mlm
40,A small child bends down to touch a white dog.,A large child bends down to touch a white dog.,antonym,wordnet_mlm
40,A small child bends down to touch a white dog.,The child plays with the dog.,entailment,snli_gold
40,A small child bends down to touch a white dog.,The child likes to play with animals.,neutral,snli_gold
40,A small child bends down to touch a white dog.,The child is riding the wolf back to the forest.,contradiction,snli_gold
40,A small child bends down to touch a white dog.,touch white a small a dog child to bends down,jumbled,shuffle
40,A small child bends down to touch a white dog.,"None of Chiron Flu Vaccine Safe, FDA Says  WASHINGTON (Reuters) - None of Chiron Corp",distinction,fancyzhx/ag_news
41,A person in jeans and a t-shirt is enjoying spending time in a small garden outside.,"Outside in a small garden, an individual dressed in jeans and t-shirts takes pleasure in spending time.",paraphrase,humarin_t5
41,A person in jeans and a t-shirt is enjoying spending time in a small garden outside.,A person in jeans and a t-shirt is enjoying spending time in a little garden outside.,synonym,wordnet_mlm
41,A person in jeans and a t-shirt is enjoying spending time in a small garden outside.,A person in jeans and a t-shirt is enjoying spending time in a large garden outside.,antonym,wordnet_mlm
